Marca,Modelo,Año,Combustible,CV,Cilindros,Transmisión,Tracción,Puertas,Mercado,Tamaño,Estilo,Consumo Carretera,Consumo Ciudad,Popularidad,Precio
Pontiac,Grand Am,2003,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,30.0,22.0,210,17070.0
Pontiac,Grand Am,2003,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,27.0,18.0,210,21240.0
Pontiac,Grand Am,2003,regular unleaded,175.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,27.0,18.0,210,22940.0
Pontiac,Grand Am,2003,regular unleaded,175.0,6.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,27.0,18.0,210,21690.0
Pontiac,Grand Am,2003,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,30.0,22.0,210,18890.0
Pontiac,Grand Am,2004,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,33.0,23.0,210,17070.0
Pontiac,Grand Am,2004,regular unleaded,175.0,6.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,27.0,18.0,210,23530.0
Pontiac,Grand Am,2004,regular unleaded,175.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,27.0,18.0,210,22280.0
Pontiac,Grand Am,2004,regular unleaded,175.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,27.0,18.0,210,23530.0
Pontiac,Grand Am,2004,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,27.0,18.0,210,21830.0
Pontiac,Grand Am,2004,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,33.0,23.0,210,19555.0
Pontiac,Grand Am,2004,regular unleaded,175.0,6.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,27.0,18.0,210,22280.0
Pontiac,Grand Am,2005,regular unleaded,175.0,6.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,27.0,18.0,210,23750.0
Pontiac,Grand Am,2005,regular unleaded,175.0,6.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,27.0,18.0,210,22500.0
Pontiac,Grand Am,2005,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,31.0,22.0,210,20090.0
Dodge,Grand Caravan,2015,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25.0,17.0,1851,30995.0
Dodge,Grand Caravan,2015,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25.0,17.0,1851,27395.0
Dodge,Grand Caravan,2015,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25.0,17.0,1851,21795.0
Dodge,Grand Caravan,2015,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25.0,17.0,1851,24245.0
Dodge,Grand Caravan,2015,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25.0,17.0,1851,28395.0
Dodge,Grand Caravan,2015,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25.0,17.0,1851,25245.0
Dodge,Grand Caravan,2016,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25.0,17.0,1851,25095.0
Dodge,Grand Caravan,2016,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25.0,17.0,1851,22595.0
Dodge,Grand Caravan,2016,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25.0,17.0,1851,28295.0
Dodge,Grand Caravan,2016,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25.0,17.0,1851,31495.0
Dodge,Grand Caravan,2016,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25.0,17.0,1851,26195.0
Dodge,Grand Caravan,2016,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25.0,17.0,1851,29395.0
Dodge,Grand Caravan,2017,regular unleaded,283.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25.0,17.0,1851,29395.0
Dodge,Grand Caravan,2017,regular unleaded,283.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25.0,17.0,1851,26695.0
Dodge,Grand Caravan,2017,regular unleaded,283.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25.0,17.0,1851,32395.0
Dodge,Grand Caravan,2017,regular unleaded,283.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25.0,17.0,1851,23995.0
Pontiac,Grand Prix,2006,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,26.0,17.0,210,24330.0
Pontiac,Grand Prix,2006,regular unleaded,303.0,8.0,AUTOMATIC,front wheel drive,4.0,"Factory Tuner,High-Performance",Midsize,Sedan,25.0,16.0,210,27330.0
Pontiac,Grand Prix,2006,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,28.0,18.0,210,21330.0
Pontiac,Grand Prix,2007,regular unleaded,303.0,8.0,AUTOMATIC,front wheel drive,4.0,"Factory Tuner,High-Performance",Midsize,Sedan,25.0,16.0,210,28815.0
Pontiac,Grand Prix,2007,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,26.0,17.0,210,24735.0
Pontiac,Grand Prix,2007,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,28.0,18.0,210,21815.0
Pontiac,Grand Prix,2008,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,28.0,18.0,210,22210.0
Pontiac,Grand Prix,2008,regular unleaded,303.0,8.0,AUTOMATIC,front wheel drive,4.0,"Factory Tuner,High-Performance",Large,Sedan,25.0,16.0,210,29325.0
Suzuki,Grand Vitara,2011,regular unleaded,166.0,4.0,AUTOMATIC,rear wheel drive,4.0,Crossover,Compact,4dr SUV,25.0,19.0,481,23449.0
Suzuki,Grand Vitara,2011,regular unleaded,166.0,4.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,23.0,19.0,481,24949.0
Suzuki,Grand Vitara,2011,regular unleaded,166.0,4.0,MANUAL,rear wheel drive,4.0,Crossover,Compact,4dr SUV,26.0,19.0,481,19299.0
Suzuki,Grand Vitara,2011,regular unleaded,166.0,4.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,23.0,19.0,481,22549.0
Suzuki,Grand Vitara,2011,regular unleaded,166.0,4.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,23.0,19.0,481,22899.0
Suzuki,Grand Vitara,2011,regular unleaded,166.0,4.0,AUTOMATIC,rear wheel drive,4.0,Crossover,Compact,4dr SUV,25.0,19.0,481,21099.0
Suzuki,Grand Vitara,2012,regular unleaded,166.0,4.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,23.0,19.0,481,23949.0
Suzuki,Grand Vitara,2012,regular unleaded,166.0,4.0,AUTOMATIC,rear wheel drive,4.0,Crossover,Compact,4dr SUV,25.0,19.0,481,21399.0
Suzuki,Grand Vitara,2012,regular unleaded,166.0,4.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,23.0,19.0,481,25249.0
Suzuki,Grand Vitara,2012,regular unleaded,166.0,4.0,AUTOMATIC,rear wheel drive,4.0,Crossover,Compact,4dr SUV,25.0,19.0,481,22299.0
Suzuki,Grand Vitara,2012,regular unleaded,166.0,4.0,MANUAL,rear wheel drive,4.0,Crossover,Compact,4dr SUV,26.0,19.0,481,19499.0
Suzuki,Grand Vitara,2012,regular unleaded,166.0,4.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,23.0,19.0,481,22849.0
Suzuki,Grand Vitara,2012,regular unleaded,166.0,4.0,AUTOMATIC,rear wheel drive,4.0,Crossover,Compact,4dr SUV,25.0,19.0,481,23749.0
Suzuki,Grand Vitara,2013,regular unleaded,166.0,4.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,23.0,19.0,481,23799.0
Suzuki,Grand Vitara,2013,regular unleaded,166.0,4.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,23.0,19.0,481,25949.0
Suzuki,Grand Vitara,2013,regular unleaded,166.0,4.0,AUTOMATIC,rear wheel drive,4.0,Crossover,Compact,4dr SUV,25.0,19.0,481,22349.0
Suzuki,Grand Vitara,2013,regular unleaded,166.0,4.0,MANUAL,rear wheel drive,4.0,Crossover,Compact,4dr SUV,26.0,19.0,481,19949.0
Suzuki,Grand Vitara,2013,regular unleaded,166.0,4.0,AUTOMATIC,rear wheel drive,4.0,Crossover,Compact,4dr SUV,25.0,19.0,481,24449.0
Chrysler,Grand Voyager,2000,regular unleaded,158.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,23.0,16.0,1013,2169.0
Chrysler,Grand Voyager,2000,flex-fuel (unleaded/E85),158.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Passenger Minivan,23.0,16.0,1013,2266.0
Plymouth,Grand Voyager,1998,regular unleaded,150.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,24.0,17.0,535,2000.0
Plymouth,Grand Voyager,1998,regular unleaded,150.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,24.0,17.0,535,2048.0
Plymouth,Grand Voyager,1998,regular unleaded,150.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,22.0,17.0,535,2000.0
Plymouth,Grand Voyager,1999,flex-fuel (unleaded/E85),158.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Passenger Minivan,22.0,16.0,535,2055.0
Plymouth,Grand Voyager,1999,flex-fuel (unleaded/E85),158.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Passenger Minivan,22.0,16.0,535,2152.0
Plymouth,Grand Voyager,1999,flex-fuel (unleaded/E85),158.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Passenger Minivan,22.0,16.0,535,2234.0
Plymouth,Grand Voyager,2000,flex-fuel (unleaded/E85),158.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Passenger Minivan,23.0,16.0,535,2331.0
Plymouth,Grand Voyager,2000,regular unleaded,158.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,23.0,16.0,535,2267.0
Maserati,GranSport,2005,premium unleaded (required),395.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,16.0,11.0,238,98172.0
Maserati,GranSport,2006,premium unleaded (required),401.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,18.0,11.0,238,98872.0
Maserati,GranSport,2006,premium unleaded (required),401.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,18.0,11.0,238,104122.0
Maserati,GranSport,2006,premium unleaded (required),401.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Convertible,18.0,11.0,238,99900.0
Maserati,GranTurismo Convertible,2014,premium unleaded (required),454.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Convertible,20.0,13.0,238,143300.0
Maserati,GranTurismo Convertible,2014,premium unleaded (required),454.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,20.0,13.0,238,153400.0
Maserati,GranTurismo Convertible,2014,premium unleaded (required),444.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Convertible,20.0,13.0,238,138800.0
Maserati,GranTurismo Convertible,2015,premium unleaded (required),454.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,20.0,13.0,238,161070.0
Maserati,GranTurismo Convertible,2015,premium unleaded (required),454.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,20.0,13.0,238,182009.0
Maserati,GranTurismo Convertible,2015,premium unleaded (required),454.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Convertible,20.0,13.0,238,150465.0
Maserati,GranTurismo Convertible,2015,premium unleaded (required),444.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Convertible,20.0,13.0,238,145740.0
Maserati,GranTurismo Convertible,2016,premium unleaded (required),454.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,20.0,13.0,238,161070.0
Maserati,GranTurismo Convertible,2016,premium unleaded (required),454.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Convertible,20.0,13.0,238,150465.0
Maserati,GranTurismo Convertible,2016,premium unleaded (required),444.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Convertible,20.0,13.0,238,145740.0
Maserati,GranTurismo Convertible,2016,premium unleaded (required),454.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,20.0,13.0,238,182009.0
Maserati,GranTurismo,2014,premium unleaded (required),454.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Large,Coupe,21.0,13.0,238,143400.0
Maserati,GranTurismo,2014,premium unleaded (required),454.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Large,Coupe,21.0,13.0,238,126500.0
Maserati,GranTurismo,2015,premium unleaded (required),454.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Large,Coupe,21.0,13.0,238,132825.0
Maserati,GranTurismo,2015,premium unleaded (required),454.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Large,Coupe,21.0,13.0,238,165627.0
Maserati,GranTurismo,2015,premium unleaded (required),454.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Large,Coupe,21.0,13.0,238,150570.0
Maserati,GranTurismo,2016,premium unleaded (required),454.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Large,Coupe,21.0,13.0,238,150570.0
Maserati,GranTurismo,2016,premium unleaded (required),454.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Large,Coupe,21.0,13.0,238,132825.0
Maserati,GranTurismo,2016,premium unleaded (required),454.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Large,Coupe,21.0,13.0,238,165627.0
Lexus,GS 200t,2016,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,30.0,21.0,454,53285.0
Lexus,GS 200t,2016,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,33.0,22.0,454,45615.0
Lexus,GS 200t,2017,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,32.0,22.0,454,46310.0
Lexus,GS 200t,2017,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,30.0,21.0,454,53980.0
Lexus,GS 300,2004,premium unleaded (required),220.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,23.0,16.0,454,38875.0
Lexus,GS 300,2005,premium unleaded (required),220.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,23.0,16.0,454,38875.0
Lexus,GS 300,2006,premium unleaded (required),245.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,27.0,19.0,454,43150.0
Lexus,GS 300,2006,premium unleaded (required),245.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,25.0,19.0,454,45100.0
Lexus,GS 350,2015,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29.0,19.0,454,55070.0
Lexus,GS 350,2015,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29.0,19.0,454,48600.0
Lexus,GS 350,2015,premium unleaded (required),306.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,26.0,19.0,454,57330.0
Lexus,GS 350,2015,premium unleaded (required),306.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,26.0,19.0,454,50850.0
Lexus,GS 350,2016,premium unleaded (required),311.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,29.0,20.0,454,50000.0
Lexus,GS 350,2016,premium unleaded (required),311.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,28.0,19.0,454,54115.0
Lexus,GS 350,2016,premium unleaded (required),311.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,26.0,19.0,454,50470.0
Lexus,GS 350,2017,premium unleaded (required),311.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,28.0,20.0,454,50695.0
Lexus,GS 350,2017,premium unleaded (required),311.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,27.0,19.0,454,54810.0
Lexus,GS 350,2017,premium unleaded (required),311.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,26.0,19.0,454,50365.0
Lexus,GS 350,2017,premium unleaded (required),311.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,26.0,19.0,454,56555.0
Lexus,GS 400,1998,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,21.0,15.0,454,3542.0
Lexus,GS 400,1999,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,22.0,16.0,454,3741.0
Lexus,GS 400,2000,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,22.0,16.0,454,3965.0
Lexus,GS 430,2005,premium unleaded (required),300.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,22.0,16.0,454,47975.0
Lexus,GS 430,2006,premium unleaded (required),300.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,23.0,16.0,454,51375.0
Lexus,GS 430,2007,premium unleaded (required),290.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,23.0,16.0,454,52375.0
Lexus,GS 450h,2014,premium unleaded (required),338.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance,Hybrid",Midsize,Sedan,34.0,29.0,454,60430.0
Lexus,GS 450h,2015,premium unleaded (required),338.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance,Hybrid",Midsize,Sedan,34.0,29.0,454,61330.0
Lexus,GS 450h,2016,premium unleaded (required),338.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance,Hybrid",Midsize,Sedan,34.0,29.0,454,63080.0
Lexus,GS 460,2009,premium unleaded (required),342.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,24.0,17.0,454,53470.0
Lexus,GS 460,2010,premium unleaded (required),342.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,24.0,17.0,454,54070.0
Lexus,GS 460,2011,premium unleaded (required),342.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,24.0,17.0,454,55370.0
Lexus,GS F,2016,premium unleaded (required),467.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,24.0,16.0,454,84440.0
Nissan,GT-R,2015,premium unleaded (recommended),545.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,High-Performance,Midsize,Coupe,23.0,16.0,2009,111510.0
Nissan,GT-R,2015,premium unleaded (recommended),545.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,High-Performance,Midsize,Coupe,23.0,16.0,2009,115710.0
Nissan,GT-R,2015,premium unleaded (recommended),545.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,High-Performance,Midsize,Coupe,23.0,16.0,2009,101770.0
Nissan,GT-R,2015,premium unleaded (recommended),600.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Factory Tuner,High-Performance",Midsize,Coupe,23.0,16.0,2009,149990.0
Nissan,GT-R,2016,premium unleaded (required),545.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,High-Performance,Midsize,Coupe,22.0,16.0,2009,111510.0
Nissan,GT-R,2016,premium unleaded (required),600.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Factory Tuner,High-Performance",Midsize,Coupe,22.0,16.0,2009,149990.0
Nissan,GT-R,2016,premium unleaded (required),545.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,High-Performance,Midsize,Coupe,22.0,16.0,2009,101770.0
Nissan,GT-R,2017,premium unleaded (required),565.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,High-Performance,Midsize,Coupe,22.0,16.0,2009,109990.0
Ford,GT,2005,premium unleaded (required),550.0,8.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,19.0,12.0,5657,149995.0
Ford,GT,2006,premium unleaded (required),550.0,8.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,19.0,12.0,5657,149995.0
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31.0,21.0,873,26275.0
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33.0,24.0,873,31695.0
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31.0,21.0,873,24595.0
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33.0,24.0,873,25095.0
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33.0,24.0,873,27375.0
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33.0,24.0,873,31695.0
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31.0,21.0,873,29995.0
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33.0,24.0,873,29545.0
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31.0,21.0,873,27845.0
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33.0,24.0,873,31095.0
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31.0,21.0,873,28445.0
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31.0,21.0,873,27845.0
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33.0,24.0,873,25095.0
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31.0,21.0,873,24595.0
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33.0,24.0,873,28945.0
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31.0,21.0,873,23995.0
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33.0,24.0,873,27375.0
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33.0,24.0,873,29545.0
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31.0,21.0,873,29995.0
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31.0,21.0,873,23995.0
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33.0,24.0,873,25695.0
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31.0,21.0,873,26875.0
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31.0,21.0,873,30595.0
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31.0,21.0,873,30595.0
